ID,CCE_P1706_100.mzxml,CCE_P1706_102.mzxml,CCE_P1706_104.mzxml,CCE_P1706_106.mzxml,CCE_P1706_108.mzxml,CCE_P1706_110.mzxml,CCE_P1706_112.mzxml,CCE_P1706_114.mzxml,CCE_P1706_116.mzxml,CCE_P1706_118.mzxml,CCE_P1706_120.mzxml,CCE_P1706_122.mzxml,CCE_P1706_154.mzxml,CCE_P1706_156.mzxml,CCE_P1706_158.mzxml,CCE_P1706_160.mzxml,CCE_P1706_162.mzxml,CCE_P1706_164.mzxml,CCE_P1706_166.mzxml,CCE_P1706_168.mzxml,CCE_P1706_170.mzxml,CCE_P1706_172.mzxml,CCE_P1706_174.mzxml,CCE_P1706_176.mzxml,CCE_P1706_178.mzxml,CCE_P1706_180.mzxml,CCE_P1706_182.mzxml,CCE_P1706_184.mzxml,CCE_P1706_186.mzxml,CCE_P1706_188.mzxml,CCE_P1706_208.mzxml,CCE_P1706_210.mzxml,CCE_P1706_212.mzxml,CCE_P1706_214.mzxml,CCE_P1706_216.mzxml,CCE_P1706_218.mzxml,CCE_P1706_220.mzxml,CCE_P1706_222.mzxml,CCE_P1706_224.mzxml,CCE_P1706_228.mzxml,CCE_P1706_230.mzxml,CCE_P1706_40.mzxml,CCE_P1706_42.mzxml,CCE_P1706_44.mzxml,CCE_P1706_46.mzxml,CCE_P1706_48.mzxml,CCE_P1706_50.mzxml,CCE_P1706_52.mzxml,CCE_P1706_54.mzxml,CCE_P1706_56.mzxml,CCE_P1706_58.mzxml,CCE_P1706_60.mzxml,CCE_P1706_62.mzxml,CCE_P1706_64.mzxml,CCE_P1706_66.mzxml,CCE_P1706_68.mzxml,CCE_P1706_70.mzxml,CCE_P1706_72.mzxml,CCE_P1706_74.mzxml,CCE_P1706_76.mzxml,CCE_P1706_78.mzxml,CCE_P1706_80.mzxml,CCE_P1706_82.mzxml,CCE_P1706_84.mzxml,CCE_P1706_86.mzxml,CCE_P1706_88.mzxml,CCE_P1706_90.mzxml,CCE_P1706_92.mzxml,CCE_P1706_94.mzxml,CCE_P1706_96.mzxml,CCE_P1706_98.mzxml,Class16S,Confidence,Domain16S,Family16S,Genus16S,Order16S,Phylum16S,Species16S
39105f01b1601e09851cd6ca43ec5890,0,148,121,52,0,0,92,115,51,0,0,0,83,29,0,0,0,0,24,53,0,0,0,0,55,0,0,0,0,0,86,107,30,0,0,0,171,134,114,0,0,111,89,23,0,0,0,68,67,0,0,0,0,71,0,0,0,0,0,104,126,66,0,0,0,27,113,105,35,0,0,Marinimicrobia bacterium SCGC AAA160-I06,0.9972567,Bacteria,Marinimicrobia bacterium SCGC AAA160-I06,Marinimicrobia bacterium SCGC AAA160-I06,Marinimicrobia bacterium SCGC AAA160-I06,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA160-I06
22750def43d6b7db605384f1c8b12404,0,125,109,29,0,0,177,151,65,0,0,0,76,83,0,0,0,0,56,160,0,0,0,0,102,0,0,0,0,0,117,84,19,0,0,0,107,81,40,0,0,90,52,14,7,0,0,62,50,0,0,0,0,47,0,0,0,0,0,101,134,72,7,0,0,27,97,106,20,0,0,Deltaproteobacteria,0.9082593,Bacteria,P3OB-42,uncultured myxobacterium HF0130_06F04,Myxococcales,Proteobacteria,uncultured myxobacterium HF0130_06F04
ac15022ffebccb704c4e6336d3439ea2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,321,524,427,0,0,0,475,631,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9999943,Bacteria,Pseudohongiellaceae,Pseudohongiella,Oceanospirillales,Proteobacteria,NA
688958852d47c0654c2409ee986a49e9,0,339,100,0,0,0,231,28,10,0,0,0,152,52,0,0,0,0,94,44,0,0,0,0,84,0,0,0,0,0,50,30,0,0,0,0,49,40,0,0,0,74,28,8,0,0,0,64,23,0,0,0,0,34,0,0,0,0,0,89,137,7,0,0,0,465,126,96,0,0,0,Gammaproteobacteria,0.9999998,Bacteria,NA,NA,SAR86 clade,Proteobacteria,NA
94f222781dae77d265c798b17b6aa8d8,0,131,81,0,0,0,85,65,56,0,0,0,246,114,0,0,0,0,101,123,0,0,0,0,128,0,77,0,0,0,86,83,0,0,0,0,80,69,41,0,0,84,49,33,0,0,0,84,52,0,0,0,0,60,0,0,0,0,0,64,91,46,0,0,0,135,95,95,0,0,0,Alphaproteobacteria,0.7477333,Bacteria,Clade I,Clade Ib,SAR11 clade,Proteobacteria,NA
ed67e3ff62bf5481710819b1ca470806,0,263,83,0,0,0,98,57,0,0,0,0,154,89,0,0,0,0,266,169,0,0,0,0,301,0,0,0,0,0,57,43,0,0,0,0,68,61,3,0,0,73,50,0,0,0,0,61,38,0,0,0,0,39,0,0,0,0,0,32,65,18,0,0,0,218,63,53,15,0,0,Dehalococcoidia,1,Bacteria,NA,NA,SAR202 clade,Chloroflexi,NA
b8290b0467829cf0627226347d8a61af,4,0,26,117,4,2,10,124,387,0,4,0,0,62,0,0,10,12,8,45,0,0,0,0,23,0,136,4,0,0,21,169,176,0,0,0,81,201,358,0,0,13,24,16,31,0,0,4,26,16,0,0,0,33,0,5,0,2,0,12,27,131,7,0,0,5,14,30,45,0,4,Alphaproteobacteria,0.8756561,Bacteria,uncultured marine bacterium,uncultured marine bacterium,uncultured,Proteobacteria,uncultured marine bacterium
ac46f504d0db9890317436f80e414f03,0,72,100,64,0,0,210,196,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71,25,0,0,0,202,127,44,0,0,113,98,26,15,0,0,56,67,0,0,0,0,95,0,0,0,0,0,196,188,62,0,0,0,0,147,151,0,0,0,Verrucomicrobiae,0.9993275,Bacteria,uncultured organism,uncultured organism,Arctic97B-4 marine group,Verrucomicrobia,uncultured organism
315cb56724619f962cb6258b10d758b3,0,0,55,53,0,0,0,51,50,0,0,0,0,13,36,0,47,0,0,0,45,69,125,170,0,174,39,112,142,142,0,40,113,0,0,0,46,46,127,0,0,34,89,52,51,0,0,0,52,41,0,0,0,61,0,0,0,0,0,46,50,99,0,0,0,0,40,68,35,0,0,Gammaproteobacteria,0.9999953,Bacteria,Pseudohongiellaceae,Pseudohongiella,Oceanospirillales,Proteobacteria,NA
61d35831215020601f9752a9a4e14d3c,0,86,104,0,0,0,132,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0,0,0,0,89,13,0,0,0,60,77,67,28,0,0,17,101,0,6,0,0,56,0,0,0,0,0,390,220,76,0,0,0,0,392,317,0,0,0,Gammaproteobacteria,0.9977709,Bacteria,Nitrincolaceae,uncultured,Oceanospirillales,Proteobacteria,metagenome
2ff0a172c72d96fac751f72b803c6ee7,0,113,71,16,0,0,156,71,33,0,0,0,128,149,0,0,0,0,142,104,0,0,0,0,153,0,0,0,0,0,92,40,0,0,0,0,105,80,18,0,0,100,63,0,0,0,0,65,51,0,0,0,0,42,0,0,0,0,0,106,126,27,0,0,0,107,129,108,0,0,0,Deltaproteobacteria,1,Bacteria,NA,NA,SAR324 clade(Marine group B),Proteobacteria,NA
457ff19a70e6dc5e8ebc073fb291f629,0,0,50,183,0,0,0,28,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,475,84,0,0,0,38,364,0,0,0,0,84,119,48,12,0,14,35,24,0,0,24,27,0,0,0,0,0,14,230,116,28,0,0,0,33,86,16,20,Bacteroidia,0.9999963,Bacteria,NS9 marine group,NA,Flavobacteriales,Bacteroidetes,NA
86e11979447db480be6d0f783550c690,0,67,48,169,0,0,42,126,238,0,0,0,38,38,0,0,0,0,30,32,0,0,0,0,46,0,119,0,0,0,51,153,100,0,0,0,66,177,104,0,0,31,21,15,21,0,0,30,20,10,0,0,0,55,3,0,0,0,0,25,32,125,22,0,0,166,32,30,89,6,0,Bacteroidia,0.7728845,Bacteria,NS9 marine group,uncultured marine bacterium,Flavobacteriales,Bacteroidetes,uncultured marine bacterium
2963c726c22b74f8348b7eb9c6e31afc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,134,119,0,171,1394,119,158,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.9904119,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,NA
d58ecfce2328aa3f2faa2fe6ce9f8177,0,82,110,73,0,0,98,123,121,0,0,0,37,56,0,0,0,0,21,69,0,0,0,0,30,0,0,0,0,0,55,143,67,0,0,0,120,123,160,0,0,81,69,34,0,0,0,44,47,0,0,0,0,97,0,0,0,0,0,64,126,83,0,0,0,0,72,92,47,0,0,Marinimicrobia bacterium SCGC AAA160-I06,0.9993838,Bacteria,Marinimicrobia bacterium SCGC AAA160-I06,Marinimicrobia bacterium SCGC AAA160-I06,Marinimicrobia bacterium SCGC AAA160-I06,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA160-I06
b73ca1373ab06d614822688d515f8812,0,329,163,0,0,0,186,114,42,0,0,0,27,181,0,0,0,0,42,41,0,0,0,0,68,0,0,0,0,0,50,47,0,0,0,0,74,70,0,0,0,215,80,0,0,0,0,77,61,0,0,0,0,73,0,0,0,0,0,34,114,0,0,0,0,146,51,55,0,0,0,Thermoplasmata,0.726099,Archaea,uncultured marine group II euryarchaeote HF500_47D04,uncultured marine group II euryarchaeote HF500_47D04,Marine Group II,Euryarchaeota,uncultured marine group II euryarchaeote HF500_47D04
21e71daedc87c2eca2b3f90243e67f15,0,102,74,0,0,0,131,38,0,0,0,0,74,56,0,0,0,0,273,179,0,0,0,0,283,0,0,0,0,0,137,55,0,0,0,0,104,34,0,0,0,93,34,6,0,0,0,68,37,9,0,0,0,35,0,0,0,0,0,80,92,24,0,0,0,106,126,89,0,0,0,Nitrososphaeria,0.8360854,Archaea,Nitrosopumilaceae,Candidatus Nitrosopelagicus,Nitrosopumilales,Thaumarchaeota,NA
4dafd5893edae9c64fdfa64983bd78df,0,0,0,28,0,0,0,0,83,0,0,0,0,1041,0,0,0,0,0,1056,45,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,Oxyphotobacteria,1,Bacteria,Cyanobiaceae,NA,Synechococcales,Cyanobacteria,NA
da79deb62a8833fd24935185b5964db8,0,0,96,65,0,0,12,118,19,0,0,0,0,11,0,0,0,0,0,30,0,0,0,0,0,0,17,0,0,0,42,72,8,0,0,0,67,46,22,0,0,22,189,228,256,0,0,13,177,108,42,0,0,130,58,0,0,0,0,61,61,110,0,0,0,0,31,139,47,0,0,Deltaproteobacteria,0.8274247,Bacteria,uncultured delta proteobacterium,uncultured delta proteobacterium,PB19,Proteobacteria,uncultured delta proteobacterium
bf72e37b2e27a97ceb53c7b9ce7eea2c,0,97,166,11,0,0,438,137,25,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,300,54,15,0,0,89,71,10,0,0,0,73,99,0,0,0,0,45,0,0,0,0,0,94,110,30,0,0,0,0,151,125,8,0,0,Deltaproteobacteria,0.9117474,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,NA
fd5eeee9dda082827512f461eae9139e,16,0,18,85,0,18,0,57,229,15,8,12,0,33,26,18,51,26,0,19,25,11,10,17,0,17,102,19,0,12,0,94,349,49,17,13,30,112,358,0,0,13,17,0,16,0,0,0,25,16,0,0,0,28,0,0,0,0,0,0,22,97,22,10,13,0,0,22,76,17,8,Alphaproteobacteria,0.9999997,Bacteria,Rhodobacteraceae,NA,Rhodobacterales,Proteobacteria,NA
6ca963519d73907b4309d55554ffd58c,0,0,58,139,0,0,0,114,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,78,158,90,61,0,82,82,207,0,0,45,82,85,121,0,0,0,43,0,0,0,0,82,0,0,0,0,0,31,70,223,0,0,0,0,0,76,78,0,0,Gammaproteobacteria,0.9649101,Bacteria,Thioglobaceae,SUP05 cluster,Thiomicrospirales,Proteobacteria,NA
9c79acdf427322a7900365a04321b23d,0,274,96,0,0,0,258,0,0,0,0,0,101,48,0,0,0,0,101,87,0,0,0,0,178,0,0,0,0,0,66,0,0,0,0,0,97,0,0,0,0,121,60,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,143,136,0,0,0,0,119,150,124,0,0,0,Verrucomicrobiae,0.9602141,Bacteria,uncultured marine bacterium,uncultured marine bacterium,Arctic97B-4 marine group,Verrucomicrobia,uncultured marine bacterium
2227623529b6f8990ef8556256165a80,54,0,0,42,97,108,0,0,16,58,82,55,0,0,19,17,17,9,0,0,31,16,0,25,0,0,0,0,0,0,0,0,44,143,183,109,0,0,0,46,42,0,0,49,120,25,18,0,0,58,41,16,0,0,106,81,27,15,27,0,0,34,68,61,81,0,0,33,34,56,75,Verrucomicrobiae,1,Bacteria,Puniceicoccaceae,MB11C04 marine group,Opitutales,Verrucomicrobia,NA
82d282a1995e15e44e1898a60f40d437,93,0,0,31,135,170,0,0,0,93,124,97,0,0,36,50,63,42,0,0,62,41,68,47,0,43,0,0,26,0,0,0,58,34,34,30,0,0,0,0,40,0,0,0,61,46,0,0,0,0,0,0,0,0,43,64,0,0,0,0,0,0,95,137,125,0,0,0,0,103,135,Gammaproteobacteria,0.9999657,Bacteria,Porticoccaceae,SAR92 clade,Cellvibrionales,Proteobacteria,NA
0eaddfbd3095d5bbe49801919241cf5a,0,57,109,48,0,0,33,113,80,0,0,0,0,73,0,0,0,0,88,174,0,0,0,0,81,0,0,0,0,0,67,138,54,0,0,0,127,130,74,0,0,86,89,42,17,0,0,0,66,0,0,0,0,87,0,0,0,0,0,0,122,71,0,0,0,0,35,117,47,0,0,Alphaproteobacteria,1,Bacteria,Clade IV,NA,SAR11 clade,Proteobacteria,NA
9086da5fc22ec56c760986dc2d982422,0,97,101,0,0,0,205,147,75,0,0,0,36,46,0,0,0,0,0,76,0,0,0,0,38,0,0,0,0,0,40,88,0,0,0,0,167,97,51,0,0,87,81,0,0,0,0,47,55,0,0,0,0,74,0,0,0,0,0,103,132,68,0,0,0,61,93,96,22,0,0,Verrucomicrobiae,0.9986735,Bacteria,uncultured organism,uncultured organism,Arctic97B-4 marine group,Verrucomicrobia,uncultured organism
9fe8ee1a577549902e19064b96d7c269,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,521,138,174,42,0,66,14,16,320,35,0,0,0,60,72,175,0,0,0,248,223,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thermoplasmata,0.7058586,Archaea,uncultured crenarchaeote,uncultured crenarchaeote,Marine Group II,Euryarchaeota,uncultured crenarchaeote
ed348337441984014ee9d1a59d6f69bd,0,60,75,0,0,0,93,47,54,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,79,54,0,0,0,0,786,54,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,94,62,0,0,0,0,453,53,66,0,0,0,Gammaproteobacteria,0.9998013,Bacteria,Colwelliaceae,Colwellia,Alteromonadales,Proteobacteria,NA
4e446a437f4b70fae13651fd0593ca2e,0,0,8,10,0,0,0,10,13,6,0,7,0,0,25,27,74,37,0,0,48,45,132,155,2,151,70,137,140,142,0,11,17,55,109,84,7,9,21,139,130,0,11,18,35,28,13,0,5,4,8,12,12,0,3,0,10,20,31,0,9,15,6,0,7,0,4,18,8,5,5,Alphaproteobacteria,0.9021755,Bacteria,AEGEAN-169 marine group,uncultured marine bacterium,Rhodospirillales,Proteobacteria,uncultured marine bacterium
f2241b627305d5c688a5d34c9abc2a5d,0,37,69,21,0,5,47,53,60,9,6,0,584,64,7,10,8,3,28,55,32,8,0,7,15,0,34,0,5,0,63,73,46,23,45,20,85,108,79,28,24,25,22,0,17,3,0,28,11,0,0,0,0,14,4,0,0,0,0,28,39,49,0,7,0,27,22,15,18,4,0,Gammaproteobacteria,0.9819177,Bacteria,Saccharospirillaceae,uncultured deep-sea bacterium,Oceanospirillales,Proteobacteria,uncultured deep-sea bacterium
57a5a0771bcb2845e74489bf098a9704,0,233,53,0,0,0,131,48,0,0,0,0,101,70,0,0,0,0,191,122,0,0,0,0,203,0,0,0,0,0,77,50,0,0,0,0,75,69,0,0,0,74,34,0,0,0,0,78,26,0,0,0,0,25,0,0,0,0,0,40,87,0,0,0,0,170,83,51,0,0,0,Gammaproteobacteria,0.9999999,Bacteria,NA,NA,NA,Proteobacteria,NA
b1918240ff0a498e4063e5d739183dfe,0,180,62,0,0,0,105,62,0,0,0,0,103,67,0,0,0,0,192,112,0,0,0,0,214,0,0,0,0,0,88,48,0,0,0,0,102,70,0,0,0,76,0,0,0,0,0,55,35,0,0,0,0,64,0,0,0,0,0,48,71,0,0,0,0,189,62,68,0,0,0,NA,0.9999989,Bacteria,NA,NA,NA,Marinimicrobia (SAR406 clade),NA
0cab99130139f84c5b9bfc1d71e04afd,0,91,97,62,0,0,122,82,92,0,0,0,60,0,0,0,0,0,59,64,0,0,0,0,96,0,0,0,16,0,63,68,0,0,0,0,96,67,50,0,0,87,71,0,0,0,0,65,54,0,0,0,0,67,0,0,0,0,0,75,85,95,0,0,0,64,85,95,36,0,0,Verrucomicrobiae,0.9999999,Bacteria,Puniceicoccaceae,MB11C04 marine group,Opitutales,Verrucomicrobia,NA
56f5718df7e10e0e8c727026eeef1d9c,0,22,81,0,0,0,64,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,56,0,0,0,0,161,75,0,0,0,53,148,87,25,0,0,23,167,31,0,0,0,108,7,6,0,0,0,184,102,74,0,0,0,0,110,240,18,0,0,Gammaproteobacteria,0.792626,Bacteria,Nitrosococcaceae,Cm1-21,Nitrosococcales,Proteobacteria,uncultured gamma proteobacterium
5cb1250cec910e6819b838249878d53a,0,108,74,0,0,0,89,70,52,0,0,0,166,80,0,0,0,0,94,126,0,0,0,35,98,35,56,0,56,0,74,96,0,0,0,0,71,56,0,0,0,94,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,94,38,0,0,0,84,103,68,0,0,0,Alphaproteobacteria,0.7478002,Bacteria,Clade I,Clade Ib,SAR11 clade,Proteobacteria,NA
f06f49f55109560a4e6fa2e2410d4441,0,52,5,80,0,18,0,0,12,19,9,0,7,39,10,0,0,10,6,121,48,0,15,6,0,9,27,0,5,65,48,83,8,4,0,8,240,41,246,0,145,0,5,4,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,127,29,348,38,7,0,0,33,9,37,8,0,Gammaproteobacteria,0.8619188,Bacteria,Saccharospirillaceae,Oleibacter,Oceanospirillales,Proteobacteria,uncultured bacterium
e94c43a6a4852fa204461351fbaaa24a,0,0,38,0,0,0,0,0,0,0,0,0,49,65,31,30,35,21,28,0,73,61,102,97,48,127,148,108,233,171,12,0,0,0,60,44,40,72,0,54,143,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,75,0,0,0,Oxyphotobacteria,0.9259743,Bacteria,Cyanobiaceae,Synechococcus CC9902,Synechococcales,Cyanobacteria,NA
be4135fe631d64ed894bf74a634d8ce7,3,0,50,119,0,7,0,74,153,10,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,37,10,0,8,35,101,0,0,0,0,174,592,36,9,0,28,83,42,7,4,43,35,22,7,5,11,0,13,114,10,0,0,0,0,41,41,0,0,Deltaproteobacteria,0.9252738,Bacteria,NA,NA,NA,Proteobacteria,NA
e77a1e9caed761e50935a74dea3a1b66,0,0,0,44,0,14,0,27,49,0,0,0,0,0,69,80,182,114,0,0,37,35,112,121,0,197,182,228,84,90,0,23,107,0,0,0,0,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,24,20,0,0,0,0,36,0,0,Gammaproteobacteria,0.9999983,Bacteria,NA,NA,SAR86 clade,Proteobacteria,NA
7a1011dfbc8b253cb0032a00e74454e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,209,0,343,139,332,389,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.9950742,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,NA
7762c2c06bfe615e349e5d85f79d0ed7,35,0,16,95,49,56,0,36,114,27,21,14,0,11,0,0,7,0,0,0,0,0,5,0,0,0,0,0,9,0,0,23,43,49,43,26,0,8,28,0,0,10,53,91,118,0,0,0,33,110,29,7,0,77,108,95,13,12,6,0,17,244,33,27,54,0,0,22,71,28,30,Verrucomicrobiae,0.9069902,Bacteria,Puniceicoccaceae,MB11C04 marine group,Opitutales,Verrucomicrobia,uncultured Verrucomicrobia bacterium
01874a5f6a88aa5196a4c6d1db4d910d,0,0,42,143,0,7,0,60,219,8,0,0,0,31,11,0,14,0,0,0,85,39,34,25,0,0,76,16,92,46,7,20,45,22,0,4,44,59,162,0,0,12,42,0,25,0,0,0,25,14,0,0,0,56,17,13,2,0,0,14,30,183,60,6,7,0,12,26,112,7,4,Thermoplasmata,1,Archaea,NA,NA,Marine Group II,Euryarchaeota,NA
391809f463c6d6f54d864b14de4c3efb,0,77,102,19,0,0,67,127,39,0,0,0,60,106,0,0,0,0,35,106,0,0,0,0,92,0,0,0,0,0,89,81,19,0,0,0,157,111,50,0,0,69,66,0,0,0,0,39,38,0,0,0,0,56,0,0,0,0,0,62,100,42,0,0,0,0,64,83,18,0,0,metagenome,0.8499947,Bacteria,metagenome,metagenome,metagenome,Marinimicrobia (SAR406 clade),metagenome
15d1cf0e7ab434330e069473922627ca,0,29,19,0,0,8,28,29,60,0,0,0,137,22,23,20,20,7,26,68,46,23,36,16,12,15,120,10,11,17,42,60,64,43,111,49,39,74,120,77,51,28,32,30,52,0,0,31,26,0,0,0,10,33,10,0,5,0,5,23,26,65,14,0,0,15,0,28,0,0,0,Bacteroidia,0.9988568,Bacteria,Saprospiraceae,Aureispira,Chitinophagales,Bacteroidetes,uncultured Bacteroidetes bacterium
a91d00ff54a57a7e0b4f1e19e86c72ef,0,0,0,39,0,0,0,50,81,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,70,231,252,115,26,33,63,67,103,0,46,69,117,45,31,0,33,44,0,26,0,25,36,38,39,47,53,0,22,88,0,0,0,0,0,0,32,0,0,Gammaproteobacteria,0.999438,Bacteria,Nitrosomonadaceae,IS-44,Betaproteobacteriales,Proteobacteria,uncultured marine bacterium
ff59ceba434f5f9cec7684371a384144,0,77,83,0,0,0,92,77,0,0,0,0,53,18,0,0,0,0,69,63,0,0,0,0,151,0,0,0,0,0,88,54,0,0,0,0,159,62,0,0,0,85,58,0,0,0,0,53,55,13,0,0,0,51,0,0,0,0,0,133,123,19,0,0,0,38,142,144,0,0,0,Alphaproteobacteria,0.7081936,Bacteria,marine metagenome,marine metagenome,uncultured,Proteobacteria,marine metagenome
77aa620f8e728be05d7d03d853f88967,0,148,74,0,0,0,132,0,0,0,0,0,82,0,0,0,0,0,160,0,0,0,0,0,254,0,0,0,0,0,115,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,88,114,0,0,0,0,361,189,95,0,0,0,Nitrososphaeria,0.863311,Archaea,Nitrosopumilaceae,uncultured marine archaeon,Nitrosopumilales,Thaumarchaeota,uncultured marine archaeon
396fd668c7c46d0160ba62312cdceaaa,50,0,0,0,77,98,0,0,0,72,86,49,0,0,50,40,66,36,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,139,196,261,0,0,0,191,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,69,52,0,0,0,0,62,55,Gammaproteobacteria,0.9880303,Bacteria,Halieaceae,OM60(NOR5) clade,Cellvibrionales,Proteobacteria,NA
49d2d2576b887085591f3c4f9ac98279,0,119,0,0,0,0,113,0,0,0,0,0,90,64,0,0,0,0,352,199,0,0,0,0,322,0,0,0,0,0,79,0,0,0,0,0,66,56,0,0,0,54,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,33,61,0,0,0,0,163,53,66,0,0,0,Alphaproteobacteria,0.9988096,Bacteria,uncultured bacterium KM3-47-A6,uncultured bacterium KM3-47-A6,uncultured,Proteobacteria,uncultured bacterium KM3-47-A6
323ead65b7db69aab15b1e0ed9da510b,0,175,110,34,0,0,142,70,37,0,0,0,48,35,0,0,0,0,28,68,0,0,0,0,36,0,0,0,0,0,35,52,18,0,0,0,50,40,33,0,0,120,64,40,0,0,0,96,50,0,0,0,0,85,0,0,0,0,0,84,89,39,0,0,0,48,97,86,41,0,0,Gammaproteobacteria,0.8740078,Bacteria,hydrothermal vent metagenome,hydrothermal vent metagenome,OM182 clade,Proteobacteria,hydrothermal vent metagenome
3c3d5ab8aa8e59a12313cb8c201a5397,0,121,67,0,0,0,137,76,0,0,0,0,60,53,0,0,0,0,105,70,0,0,0,0,127,0,0,0,0,0,86,60,0,0,0,0,98,77,0,0,0,81,0,0,0,0,0,105,84,0,0,0,0,41,0,0,0,0,0,102,88,0,0,0,0,117,105,76,0,0,0,Nitrospinia,0.9999272,Bacteria,Nitrospinaceae,Nitrospina,Nitrospinales,Nitrospinae,NA
9d406f9e9db2ac7db0635b519783d286,42,0,0,64,81,82,0,0,32,51,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,244,201,101,0,0,0,42,62,0,0,64,102,0,0,0,0,50,23,0,0,0,47,46,0,0,0,0,0,89,50,45,61,0,0,0,37,52,57,Verrucomicrobiae,1,Bacteria,Puniceicoccaceae,MB11C04 marine group,Opitutales,Verrucomicrobia,NA
66aba33d79cc93b84d2373dc2c8a930f,0,95,86,11,0,0,109,94,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,78,52,27,30,0,84,89,116,4,8,105,74,30,44,7,0,48,37,3,0,0,2,45,0,0,0,0,0,86,75,9,0,0,0,166,103,131,0,0,0,Lentisphaeria,1,Bacteria,Lentisphaeraceae,Lentisphaera,Lentisphaerales,Lentisphaerae,NA
9e786b1cbaa09a1fcc973e0ca29eebaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,82,66,0,94,1349,84,86,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.9943764,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,NA
78108768d4b5d93061284280e2dae3eb,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,142,106,0,0,37,0,0,110,0,0,0,0,68,83,174,0,0,0,150,186,0,0,0,34,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,30,0,0,0,0,0,43,0,0,Thermoplasmata,0.7294577,Archaea,uncultured crenarchaeote,uncultured crenarchaeote,Marine Group II,Euryarchaeota,uncultured crenarchaeote
