id,CCE_P1706_100.mzxml,CCE_P1706_102.mzxml,CCE_P1706_104.mzxml,CCE_P1706_106.mzxml,CCE_P1706_108.mzxml,CCE_P1706_110.mzxml,CCE_P1706_112.mzxml,CCE_P1706_114.mzxml,CCE_P1706_116.mzxml,CCE_P1706_118.mzxml,CCE_P1706_120.mzxml,CCE_P1706_122.mzxml,CCE_P1706_154.mzxml,CCE_P1706_156.mzxml,CCE_P1706_158.mzxml,CCE_P1706_160.mzxml,CCE_P1706_162.mzxml,CCE_P1706_164.mzxml,CCE_P1706_166.mzxml,CCE_P1706_168.mzxml,CCE_P1706_170.mzxml,CCE_P1706_172.mzxml,CCE_P1706_174.mzxml,CCE_P1706_176.mzxml,CCE_P1706_178.mzxml,CCE_P1706_180.mzxml,CCE_P1706_182.mzxml,CCE_P1706_184.mzxml,CCE_P1706_186.mzxml,CCE_P1706_188.mzxml,CCE_P1706_208.mzxml,CCE_P1706_210.mzxml,CCE_P1706_212.mzxml,CCE_P1706_214.mzxml,CCE_P1706_216.mzxml,CCE_P1706_218.mzxml,CCE_P1706_220.mzxml,CCE_P1706_222.mzxml,CCE_P1706_224.mzxml,CCE_P1706_228.mzxml,CCE_P1706_230.mzxml,CCE_P1706_40.mzxml,CCE_P1706_42.mzxml,CCE_P1706_44.mzxml,CCE_P1706_46.mzxml,CCE_P1706_48.mzxml,CCE_P1706_50.mzxml,CCE_P1706_52.mzxml,CCE_P1706_54.mzxml,CCE_P1706_56.mzxml,CCE_P1706_58.mzxml,CCE_P1706_60.mzxml,CCE_P1706_62.mzxml,CCE_P1706_64.mzxml,CCE_P1706_66.mzxml,CCE_P1706_68.mzxml,CCE_P1706_70.mzxml,CCE_P1706_72.mzxml,CCE_P1706_74.mzxml,CCE_P1706_76.mzxml,CCE_P1706_78.mzxml,CCE_P1706_80.mzxml,CCE_P1706_82.mzxml,CCE_P1706_84.mzxml,CCE_P1706_86.mzxml,CCE_P1706_88.mzxml,CCE_P1706_90.mzxml,CCE_P1706_92.mzxml,CCE_P1706_94.mzxml,CCE_P1706_96.mzxml,CCE_P1706_98.mzxml,Class18SV9,Confidence,Domain18SV9,Family18SV9,Genus18SV9,Kingdom18SV9,Order18SV9,Phylum18SV9,Species18SV9,X
2bc2790cbf54428c4da99c44aed83427,34,0,12,0,3,7,0,0,0,0,7,4,0,8,2,0,10,5,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,4,14,3,0,0,12,16,11,6,0,8,6,0,4,5,0,2,0,7,16,23,0,0,0,10,29,20,Filosa-Sarcomonadea,0.7427823,Eukaryota,NA,NA,Rhizaria,NA,Cercozoa,NA,917
aa1af6c6f75c0f0273517385b0a8c446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,10,0,0,42,45,45,30,0,0,0,0,71,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,Eukaryota,NA,NA,NA,NA,NA,NA,1020
add177ccc97d2c63972ba48b6d6203ac,0,15,0,0,7,0,0,17,0,0,0,0,12,0,0,4,0,0,0,0,12,12,0,0,0,0,0,0,102,13,0,0,0,0,0,0,10,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,11,19,0,0,0,0,9,9,0,0,0,0,Dinophyceae,0.9999861,Eukaryota,Suessiales_X,Suessiales_XX,Alveolata,Suessiales,Dinoflagellata,Suessiales_XX_sp.,1112
e401c00a5ce27c6092ddbb2fb67fa5cb,17,0,8,14,12,16,0,5,6,10,7,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,3,12,9,0,0,8,14,8,0,0,0,0,0,13,12,13,25,0,0,12,16,18,21,Filosa-Thecofilosea,0.9999407,Eukaryota,Mataza-lineage,Mataza-lineage_X,Rhizaria,Filosa-Thecofilosea_X,Cercozoa,Mataza-lineage_X_sp.,1011
f697dd8c3255e3d63890401e3a5278ff,0,0,0,0,0,0,0,35,0,0,0,0,0,12,0,0,0,0,23,22,0,0,0,0,30,0,32,24,0,14,0,0,0,0,0,0,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,Ctenophora,0.7962307,Eukaryota,Ctenophora_XX,NA,Opisthokonta,Ctenophora_X,Metazoa,NA,644
2e9462505924bde932c3520b815e50b7,18,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,42,44,46,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,19,7,0,0,0,0,0,12,NA,1,Eukaryota,NA,NA,NA,NA,NA,NA,949
4a5c129cb7a0c199ed5de1393dcd161e,0,0,0,0,0,0,0,74,0,0,0,0,0,69,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,Dinophyceae,0.9923209,Eukaryota,NA,NA,Alveolata,NA,Dinoflagellata,NA,803
88658d93811fef63e623e2079bf44573,0,0,0,0,0,0,0,18,0,0,0,0,0,32,0,0,0,0,23,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,MAST-3,1,Eukaryota,MAST-3I_X,MAST-3I_XX,Stramenopiles,MAST-3I,Opalozoa,MAST-3I_XX_sp.,1232
4b93ac108e60c645dfc32663c3869cb7,0,0,25,0,0,0,7,4,0,0,0,0,48,55,0,0,0,0,35,55,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,NA,0.994163,Eukaryota,NA,NA,Alveolata,NA,Ciliophora,NA,1234
fe77d1377ee91305d2aa210db381c3f0,0,0,7,22,0,0,0,29,28,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,13,27,3,0,0,16,14,10,0,0,11,9,7,8,0,0,0,7,4,0,0,0,10,0,0,0,0,0,0,8,36,0,0,0,0,0,0,16,0,0,MAST-3,0.7715162,Eukaryota,MAST-3K_X,MAST-3K_XX,Stramenopiles,MAST-3K,Opalozoa,MAST-3K_XX_sp.,944
0840024d2525426727299e2020ffb968,0,0,6,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,3,0,0,0,4,3,10,17,33,21,0,13,11,6,49,3,0,6,12,0,0,0,0,6,0,0,0,8,0,0,0,0,0,2,3,7,5,0,0,0,16,19,13,0,0,NA,0.8421987,Eukaryota,NA,NA,Stramenopiles,NA,Opalozoa,NA,1399
15d6f9130c6e0f24e10ecd7bffd6f44b,0,0,16,5,12,15,0,0,0,11,5,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,5,0,0,0,19,0,0,0,0,0,0,0,9,0,0,3,0,11,8,21,0,6,5,11,5,0,0,9,6,14,11,0,0,0,14,6,0,Acantharea,0.9167044,Eukaryota,Acantharea_XX,Acantharea_XXX,Rhizaria,Acantharea_X,Radiolaria,Acantharea_XXX_sp.,889
b354db0c04507fec4b78fda9ba61c8a8,7,0,8,0,34,0,0,11,0,37,0,0,0,48,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,5,15,12,12,0,14,18,12,11,0,0,0,0,0,0,8,0,0,0,7,6,6,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,6,CONThreeP,0.9999909,Eukaryota,Urotrichidae,Urotricha,Alveolata,CONThreeP_X,Ciliophora,Urotricha_sp.,1098
21a38be116e026c81ae2107c70313e11,0,36,19,0,0,0,31,13,36,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,23,10,0,0,0,Nassophorea,0.9999628,Eukaryota,Discotrichidae,NASSO_1,Alveolata,Nassophorea_X,Ciliophora,NASSO_1_sp.,837
5f3edeb98a09a19c4a1f68b3e95faf08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spirotrichea,0.8793936,Eukaryota,NA,NA,Alveolata,Strombidiida,Ciliophora,NA,1015
d8c672e61a2a8d423bbaf21556fa7a8a,0,0,31,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,29,36,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,39,25,0,0,0,0,MAST-3,0.9953499,Eukaryota,MAST-3I_X,MAST-3I_XX,Stramenopiles,MAST-3I,Opalozoa,MAST-3I_XX_sp.,1068
b4da2eca8ebe692e0f1683c499d600b1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,32,0,0,0,0,22,28,0,0,31,11,12,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,MAST-3,0.9999743,Eukaryota,MAST-3J_X,MAST-3J_XX,Stramenopiles,MAST-3J,Opalozoa,MAST-3J_XX_sp.,884
a16935cd4879e593ebc4c934f27ef86b,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,38,57,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,Cnidaria,0.9889663,Eukaryota,Hydrozoa,Apolemia,Opisthokonta,Cnidaria_X,Metazoa,Apolemia_sp.,1634
e20d1c8ef5b08993aa90d1319e8a259c,44,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Arthropoda,0.9932018,Eukaryota,Malacostraca,Thysanoessa,Opisthokonta,Crustacea,Metazoa,NA,381
311233ddd330634ed241d8378bc8607f,0,37,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,26,46,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,39,35,0,0,0,0,MAST-3,0.9999956,Eukaryota,MAST-3I_X,MAST-3I_XX,Stramenopiles,MAST-3I,Opalozoa,MAST-3I_XX_sp.,1123
7124dd30c7cd93a9db23ccf569a56202,0,0,0,24,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,32,10,0,0,0,0,0,0,0,17,20,31,0,0,0,15,26,0,0,0,0,0,14,0,0,0,0,0,46,0,0,0,0,0,0,23,0,0,Syndiniales,0.9999837,Eukaryota,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Alveolata,Dino-Group-II,Dinoflagellata,Dino-Group-II-Clade-16_X_sp.,1246
893dcb9485c522b13e2956fbdb1fefb0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,45,38,0,0,20,39,0,39,34,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacillariophyta,0.9828541,Eukaryota,Raphid-pennate,Pleurosigma,Stramenopiles,Bacillariophyta_X,Ochrophyta,Pleurosigma_intermedium,499
8fff68a4f92edb812041783907fa98cf,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,4,41,6,2,0,0,0,34,26,32,0,7,0,11,20,13,11,7,18,0,0,0,0,5,5,4,0,3,Dinophyceae,0.9266206,Eukaryota,Chytriodiniaceae,Chytriodinium,Alveolata,Gymnodiniales,Dinoflagellata,Chytriodinium_sp.,1265
31bd11f15765cb69b3905dcff0ce688a,12,0,0,0,30,39,0,0,0,16,10,27,0,0,5,14,18,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,33,0,0,0,0,39,12,NA,0.8831434,Eukaryota,NA,NA,Opisthokonta,NA,NA,NA,929
78741ea11b4cb361bbe3656d78617a6b,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,13,10,0,0,0,0,12,0,0,0,0,0,6,8,10,0,0,0,66,38,34,0,0,9,26,0,0,0,0,8,13,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,Dinophyceae,0.8860409,Eukaryota,Prorocentraceae,Prorocentrum,Alveolata,Prorocentrales,Dinoflagellata,Prorocentrum_sp.,1059
ba48e0013669baeec2972c0a8e99dbff,0,36,24,0,0,0,0,5,0,0,0,0,15,11,0,0,0,0,24,22,0,0,0,0,30,0,0,0,0,0,7,13,0,0,0,0,12,27,0,0,0,21,7,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,13,6,0,0,0,0,8,0,0,0,0,Chrysophyceae,0.9425987,Eukaryota,NA,NA,Stramenopiles,Chrysophyceae_X,Ochrophyta,NA,1127
01fd8b5b17a9acb33e1fbf5402cead54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,19,13,20,0,45,0,54,68,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.9999999,Eukaryota,NA,NA,Stramenopiles,NA,Ochrophyta,NA,581
d4ef9be43e3f9fbe47e05f9517471797,0,15,13,13,0,0,0,18,3,0,0,0,13,11,0,0,0,0,15,11,0,0,0,0,13,0,7,0,0,0,12,8,8,0,0,0,12,20,11,0,0,2,4,3,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,6,41,0,0,0,8,0,8,6,0,0,Chytridiomycota,0.8070096,Eukaryota,Chytridiomycetes,Chytridiomycetes_X,Opisthokonta,Chytridiomycotina,Fungi,Chytridiomycetes_X_sp.,721
8f2842e5b57b5f8fc46a2d1286a896e1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,47,0,0,0,0,21,65,0,0,0,0,0,0,15,0,0,Spirotrichea,1,Eukaryota,NA,NA,Alveolata,Tintinnida,Ciliophora,NA,768
9b25897a495b070663d8e9739de5944c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,67,70,0,0,0,0,62,0,0,0,22,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,Eukaryota,NA,NA,NA,NA,NA,NA,923
66b5a9338314152476915543d19f41fc,0,19,26,0,0,0,30,30,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,12,7,0,0,0,0,38,12,0,0,0,12,10,0,0,0,0,14,9,0,0,0,0,5,0,0,0,0,0,9,17,10,0,0,0,4,5,8,0,0,0,NA,0.8443418,Eukaryota,NA,NA,Alveolata,NA,Ciliophora,NA,1235
b1307c58715bc2367898c161d731ff5e,0,16,29,0,0,0,15,17,0,0,0,0,5,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,27,11,5,0,0,5,10,0,0,0,0,3,12,0,0,0,0,16,0,0,0,0,0,13,28,0,0,0,0,0,13,41,0,0,0,Chrysophyceae,0.9576358,Eukaryota,NA,NA,Stramenopiles,Chrysophyceae_X,Ochrophyta,NA,951
ca8e882af21d72b20285a78c5bd10a72,7,0,0,0,11,10,0,16,0,16,22,22,0,16,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,12,70,31,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,7,NA,0.895348,Eukaryota,NA,NA,Alveolata,NA,NA,NA,989
34e3d150a2ffad924443002483c578c7,0,37,11,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,27,44,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,18,56,0,0,0,Spirotrichea,0.9930619,Eukaryota,NA,NA,Alveolata,NA,Ciliophora,NA,1077
6187d9c20b94544979a36236c15fc12f,17,0,0,14,9,8,3,5,7,9,4,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,4,29,21,0,0,5,22,20,0,0,0,0,12,6,10,18,15,0,0,0,16,11,0,Filosa-Thecofilosea,0.8021823,Eukaryota,Mataza-lineage,Mataza-lineage_X,Rhizaria,Filosa-Thecofilosea_X,Cercozoa,Mataza-lineage_X_sp.,805
96c5600e5ff46c65501207d769fc8dc1,0,0,0,0,0,0,15,29,34,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,18,0,0,0,0,0,0,7,0,0,0,0,27,0,0,0,0,0,0,33,20,0,0,0,0,28,35,0,0,0,Oligohymenophorea,0.9864904,Eukaryota,OLIGO5_X,OLIGO5_XX,Alveolata,OLIGO5,Ciliophora,OLIGO5_XX_sp.,1167
398125b76c77ae4a0a624a1879d15f7b,0,9,29,17,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,6,0,0,9,0,20,0,0,0,9,4,10,0,0,8,16,6,0,0,0,11,10,8,0,0,0,0,18,34,0,0,0,0,0,20,6,0,0,NA,0.9702059,Eukaryota,NA,NA,Stramenopiles,NA,Ochrophyta,NA,658
93ab867cb1b0cae3fdc10061ec069453,3,4,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,5,38,6,9,4,25,50,44,11,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,Filosa-Thecofilosea,0.7734956,Eukaryota,Cryothecomonas-lineage,Cryothecomonas,Rhizaria,Cryomonadida,Cercozoa,Cryothecomonas_sp.,1171
4b952fd0d631e52a880c5eb536ffe694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,13,30,25,0,52,0,31,93,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spirotrichea,0.9793022,Eukaryota,Strobilidiidae_I,Strobilidiidae_I_X,Alveolata,Choreotrichida,Ciliophora,Strobilidiidae_I_X_sp.,1541
85aa2ee4d59222714908a5a0b4d76519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,49,0,0,27,0,30,77,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prymnesiophyceae,0.9999922,Eukaryota,Chrysochromulinaceae,Chrysochromulina,Hacrobia,Prymnesiales,Haptophyta,Chrysochromulina_sp.,1527
eb967c5c210a02fafc7a92ea430faf3e,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,12,0,0,0,0,23,24,0,0,0,0,Spirotrichea,0.7838084,Eukaryota,Tintinnidae,NA,Alveolata,Tintinnida,Ciliophora,NA,1239
36e28a42b27f1696c533e8254e12de5a,0,0,22,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,7,0,0,0,27,36,7,0,0,0,10,20,0,0,0,0,14,0,0,0,0,0,11,43,0,0,0,0,0,29,21,0,0,0,Haptophyta_Clade_HAP2,0.766619,Eukaryota,Haptophyta_Clade_HAP2_XX,Haptophyta_Clade_HAP2_XXX,Hacrobia,Haptophyta_Clade_HAP2_X,Haptophyta,Haptophyta_Clade_HAP2_XXX_sp.,1419
51fb32da80427d21af34a95eac9f9dd1,4,0,11,10,11,9,0,0,4,7,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,11,13,0,0,0,6,0,0,12,11,12,7,0,0,15,9,10,0,0,17,11,8,0,0,0,7,3,5,7,5,3,0,0,13,7,8,0,Filosa-Thecofilosea,0.994223,Eukaryota,Mataza-lineage,Mataza-lineage_X,Rhizaria,Filosa-Thecofilosea_X,Cercozoa,Mataza-lineage_X_sp.,878
9f6198f828f3c67901bcc66b8d614880,0,45,0,0,0,0,9,0,0,0,0,0,50,0,0,0,0,0,42,0,0,0,0,0,38,0,0,0,0,0,8,9,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,0,0,0,0,MAST-4,1,Eukaryota,MAST-4D_X,MAST-4D_XX,Stramenopiles,MAST-4D,Sagenista,MAST-4D_XX_sp.,1345
d30514a1debc595533737900c68042ad,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.8325029,Eukaryota,NA,NA,Opisthokonta,NA,Metazoa,NA,1078
f4921016b113489a004e4ca66a662a5c,0,12,13,0,0,0,10,12,0,0,0,0,15,13,0,0,0,0,40,23,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,14,8,0,0,0,6,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,6,5,0,0,0,0,51,16,5,0,0,0,Euglenozoa,0.7410351,Eukaryota,Diplonemida,Diplonema,Excavata,Diplonemea,Discoba,NA,972
07b8102cfda04a061843b321f628cdc0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,75,0,Polycystinea,0.9766737,Eukaryota,Spumellarida-Group-I,Spumellarida-Group-I_X,Rhizaria,Spumellarida,Radiolaria,Spumellarida-Group-I_X_sp.,1013
2b3685dcdec58501cce87a24a38cba76,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,13,53,40,16,22,0,33,11,13,8,0,11,0,8,0,0,0,0,0,0,0,0,0,0,Bacillariophyta,0.9260431,Eukaryota,Polar-centric-Mediophyceae,NA,Stramenopiles,Bacillariophyta_X,Ochrophyta,NA,1135
4643baa4c6eaddd47572903bc74a4c22,0,22,29,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,14,0,0,0,0,21,7,0,0,0,13,16,0,0,0,0,8,0,0,0,0,0,17,34,0,0,0,0,3,29,28,0,0,0,MAST-3,0.9327679,Eukaryota,MAST-3B_X,MAST-3B_XX,Stramenopiles,MAST-3B,Opalozoa,MAST-3B_XX_sp.,1201
78a08e448e7ce669a1311aa331b915b6,0,69,0,0,0,0,0,0,51,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Spirotrichea,0.905723,Eukaryota,Tontoniidae_B,NA,Alveolata,Strombidiida,Ciliophora,NA,1293
9f64ac0b54d5624250a2808ffd2d8af5,0,0,15,14,0,0,17,6,12,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,7,0,3,0,0,14,14,0,0,0,25,16,0,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,15,19,0,0,0,0,0,19,23,6,0,0,NA,1,Eukaryota,NA,NA,NA,NA,NA,NA,1138
2edf33acff51bdb29026cb67fb6259ce,0,0,0,0,0,0,13,0,0,0,0,0,0,32,0,0,0,0,46,58,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,21,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,35,0,0,0,0,0,Euglenozoa,1,Eukaryota,Diplonemea_X,Diplonemea_XX,Excavata,Diplonemea,Discoba,Diplonemea_XX_sp.,1245
406f2f64322c4a63d963f88d5a822423,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,82,41,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,15,57,0,0,0,Spirotrichea,0.8966587,Eukaryota,Strombidinopsidae,Strombidinopsis,Alveolata,Choreotrichida,Ciliophora,Strombidinopsis_sinicum,1086
50d9c986ca908df54af95ae9cf70f495,0,0,13,0,0,0,0,40,0,0,0,0,0,71,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,Oligohymenophorea,0.9998308,Eukaryota,OLIGO5_X,OLIGO5_XX,Alveolata,OLIGO5,Ciliophora,OLIGO5_XX_sp.,1225
5c742fa0a78aaa4b611c65c1a12064d6,0,20,47,0,0,0,26,0,0,0,0,0,14,26,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,37,25,0,0,0,0,0,0,0,0,0,0,MAST-7,0.9999927,Eukaryota,MAST-7C_X,MAST-7C_XX,Stramenopiles,MAST-7C,Sagenista,MAST-7C_XX_sp.,1148
